 format: day,hour,forecast,value  location:52_110 Start : 20160301 
10,1100,40,45
10,1100,43,40
10,1100,46,50
10,1100,49,70
10,1100,52,70
10,1400,4,60
10,1400,7,60
10,1400,10,45
10,1400,13,30
10,1400,16,30
10,1400,19,35
10,1400,22,65
10,1400,25,70
10,1400,28,70
10,1400,31,75
10,1400,34,60
10,1400,37,45
10,1400,40,40
10,1400,43,50
10,1400,46,70
10,1400,49,70
10,1700,4,60
10,1700,7,45
10,1700,10,30
10,1700,13,30
10,1700,16,35
10,1700,19,65
10,1700,22,70
10,1700,25,70
10,1700,28,75
10,1700,31,60
10,1700,34,45
10,1700,37,40
10,1700,40,50
10,1700,43,70
10,1700,46,70
10,2000,4,45
10,2000,7,30
10,2000,10,30
10,2000,13,35
10,2000,16,65
10,2000,19,70
10,2000,22,70
10,2000,25,75
10,2000,28,60
10,2000,31,45
10,2000,34,40
10,2000,37,50
10,2000,40,70
10,2000,43,70
10,2000,46,77
10,2000,49,79
10,2000,52,74
10,2000,55,54
10,2000,58,62
10,2000,61,58
10,2000,64,81
10,2000,67,78
10,2300,4,30
10,2300,7,30
10,2300,10,35
10,2300,13,65
10,2300,16,70
10,2300,19,70
10,2300,22,75
10,2300,25,60
10,2300,28,45
10,2300,31,40
10,2300,34,50
10,2300,37,70
10,2300,40,70
10,2300,43,77
10,2300,46,79
10,2300,49,74
10,2300,52,54
10,2300,55,62
10,2300,58,58
10,2300,61,81
10,2300,64,78
11,200,4,30
11,200,7,35
11,200,10,65
11,200,13,70
11,200,16,70
11,200,19,75
11,200,22,60
11,200,25,45
11,200,28,40
11,200,31,50
11,200,34,70
11,200,37,70
11,200,40,77
11,200,43,79
11,200,46,74
11,200,49,54
11,200,52,62
11,200,55,58
11,200,58,81
11,200,61,78
11,500,4,35
11,500,7,65
11,500,10,70
11,500,13,70
11,500,16,75
11,500,19,60
11,500,22,45
11,500,25,40
11,500,28,50
11,500,31,70
11,500,34,70
11,500,37,77
11,500,40,79
11,500,43,74
11,500,46,54
11,500,49,62
11,500,52,58
11,500,55,81
11,500,58,78
11,800,4,65
11,800,7,70
11,800,10,70
11,800,13,75
11,800,16,60
11,800,19,45
11,800,22,40
11,800,25,50
11,800,28,70
11,800,31,70
11,800,34,77
11,800,37,79
11,800,40,74
11,800,43,54
11,800,46,62
11,800,49,58
11,800,52,81
11,800,55,78
11,1100,4,70
11,1100,7,70
11,1100,10,75
11,1100,13,60
11,1100,16,45
11,1100,19,40
11,1100,22,50
11,1100,25,70
11,1100,28,70
11,1100,31,77
11,1100,34,79
11,1100,37,74
11,1100,40,54
11,1100,43,62
11,1100,46,58
11,1100,49,81
11,1100,52,78
11,1400,4,70
11,1400,7,75
11,1400,10,60
11,1400,13,45
11,1400,16,40
11,1400,19,50
11,1400,22,70
11,1400,25,70
11,1400,28,77
11,1400,31,79
11,1400,34,74
11,1400,37,54
11,1400,40,62
11,1400,43,58
11,1400,46,81
11,1400,49,78
11,1700,4,75
11,1700,7,60
11,1700,10,45
11,1700,13,40
11,1700,16,50
11,1700,19,70
11,1700,22,70
11,1700,25,77
11,1700,28,79
11,1700,31,74
11,1700,34,54
11,1700,37,62
11,1700,40,58
11,1700,43,81
11,1700,46,78
11,2000,4,60
11,2000,7,45
11,2000,10,40
11,2000,13,50
11,2000,16,70
11,2000,19,70
11,2000,22,77
11,2000,25,79
11,2000,28,74
11,2000,31,54
11,2000,34,62
11,2000,37,58
11,2000,40,81
11,2000,43,78
11,2000,46,90
11,2000,49,95
11,2000,52,78
11,2000,55,32
11,2000,58,25
11,2000,61,33
